"chrome",748,"06/27/2018 11:06:45",74,"06/27/2018 11:06:51",4650,"06/27/2018 11:06:55","06-27-2018 11-06-55.patient.jpg",,
"chrome",1987,"06/27/2018 11:07:01",80,"06/27/2018 11:07:06",6888,"06/27/2018 11:07:13","06-27-2018 11-07-13.patient.jpg",,
"ie",798,"06/27/2018 11:07:40",1280,"06/27/2018 11:07:47",11654,"06/27/2018 11:07:59","06-27-2018 11-07-59.patient.jpg",,
"ie",748,"06/27/2018 11:08:05",1494,"06/27/2018 11:08:12",11829,"06/27/2018 11:08:24","06-27-2018 11-08-24.patient.jpg",,
"ie",1987,"06/27/2018 11:08:30",1521,"06/27/2018 11:08:37",11931,"06/27/2018 11:08:49","06-27-2018 11-08-49.patient.jpg",,
"chrome",798,"06/27/2018 11:15:50",734,"06/27/2018 11:15:56",4878,"06/27/2018 11:16:01","06-27-2018 11-16-01.patient.jpg",,
"chrome",748,"06/27/2018 11:16:07",93,"06/27/2018 11:16:12",4214,"06/27/2018 11:16:16","06-27-2018 11-16-16.patient.jpg",,
"chrome",1987,"06/27/2018 11:16:22",72,"06/27/2018 11:16:27",1504,"06/27/2018 11:16:28","06-27-2018 11-16-28.patient.jpg",,
"ie",798,"06/27/2018 11:17:00",1503,"06/27/2018 11:17:06",11796,"06/27/2018 11:17:18","06-27-2018 11-17-18.patient.jpg",,
"ie",748,"06/27/2018 11:17:25",1447,"06/27/2018 11:17:31",12961,"06/27/2018 11:17:44","06-27-2018 11-17-44.patient.jpg",,
"ie",1987,"06/27/2018 11:17:51",3415,"06/27/2018 11:17:59",11667,"06/27/2018 11:18:11","06-27-2018 11-18-11.patient.jpg",,
"ie",798,"06/27/2018 11:25:15",16483,"06/27/2018 11:25:37",11904,"06/27/2018 11:25:49","06-27-2018 11-25-49.patient.jpg",,
"ie",748,"06/27/2018 11:25:55",2223,"06/27/2018 11:26:03",12139,"06/27/2018 11:26:15","06-27-2018 11-26-15.patient.jpg",,
"ie",1987,"06/27/2018 11:26:22",2288,"06/27/2018 11:26:29",15141,"06/27/2018 11:26:44","06-27-2018 11-26-44.patient.jpg",,
"chrome",798,"06/27/2018 11:27:12",1929,"06/27/2018 11:27:19",4345,"06/27/2018 11:27:24","06-27-2018 11-27-24.patient.jpg",,
"chrome",748,"06/27/2018 11:27:29",95,"06/27/2018 11:27:35",4438,"06/27/2018 11:27:39","06-27-2018 11-27-39.patient.jpg",,
"chrome",1987,"06/27/2018 11:27:45",63,"06/27/2018 11:27:50",9597,"06/27/2018 11:27:59","06-27-2018 11-27-59.patient.jpg",,
"ie",798,"06/27/2018 11:35:00",2507,"06/27/2018 11:35:08",11750,"06/27/2018 11:35:20","06-27-2018 11-35-20.patient.jpg",,
"ie",748,"06/27/2018 11:35:26",2148,"06/27/2018 11:35:34",12051,"06/27/2018 11:35:46","06-27-2018 11-35-46.patient.jpg",,
"ie",1987,"06/27/2018 11:35:52",2171,"06/27/2018 11:36:00",24827,"06/27/2018 11:36:25","06-27-2018 11-36-25.patient.jpg",,
"chrome",798,"06/27/2018 11:36:51",784,"06/27/2018 11:36:57",4936,"06/27/2018 11:37:02","06-27-2018 11-37-02.patient.jpg",,
"chrome",748,"06/27/2018 11:37:08",93,"06/27/2018 11:37:13",4324,"06/27/2018 11:37:17","06-27-2018 11-37-17.patient.jpg",,
"chrome",1987,"06/27/2018 11:37:23",82,"06/27/2018 11:37:28",9461,"06/27/2018 11:37:38","06-27-2018 11-37-38.patient.jpg",,
"chrome",798,"06/27/2018 11:44:35",796,"06/27/2018 11:44:41",4151,"06/27/2018 11:44:45","06-27-2018 11-44-45.patient.jpg",,
"chrome",748,"06/27/2018 11:44:51",67,"06/27/2018 11:44:56",4376,"06/27/2018 11:45:00","06-27-2018 11-45-00.patient.jpg",,
"chrome",1987,"06/27/2018 11:45:06",91,"06/27/2018 11:45:11",5300,"06/27/2018 11:45:17","06-27-2018 11-45-17.patient.jpg",,
"ie",798,"06/27/2018 11:45:44",1364,"06/27/2018 11:45:51",21613,"06/27/2018 11:46:12","06-27-2018 11-46-12.patient.jpg",,
"ie",748,"06/27/2018 11:46:19",5820,"06/27/2018 11:46:31",11725,"06/27/2018 11:46:42","06-27-2018 11-46-42.patient.jpg",,
"ie",1987,"06/27/2018 11:46:49",1443,"06/27/2018 11:46:56",12592,"06/27/2018 11:47:08","06-27-2018 11-47-08.patient.jpg",,
"ie",798,"06/27/2018 11:54:12",1450,"06/27/2018 11:54:19",12110,"06/27/2018 11:54:31","06-27-2018 11-54-31.patient.jpg",,
"ie",748,"06/27/2018 11:54:37",1370,"06/27/2018 11:54:44",12250,"06/27/2018 11:54:56","06-27-2018 11-54-56.patient.jpg",,
"ie",1987,"06/27/2018 11:55:03",2414,"06/27/2018 11:55:11",11542,"06/27/2018 11:55:22","06-27-2018 11-55-22.patient.jpg",,
"chrome",798,"06/27/2018 11:55:49",1778,"06/27/2018 11:55:56",5274,"06/27/2018 11:56:01","06-27-2018 11-56-01.patient.jpg",,
"chrome",748,"06/27/2018 11:56:07",67,"06/27/2018 11:56:12",4443,"06/27/2018 11:56:16","06-27-2018 11-56-16.patient.jpg",,
"chrome",1987,"06/27/2018 11:56:22",91,"06/27/2018 11:56:27",10715,"06/27/2018 11:56:38","06-27-2018 11-56-38.patient.jpg",,
"chrome",798,"06/27/2018 12:03:36",1851,"06/27/2018 12:03:43",4966,"06/27/2018 12:03:48","06-27-2018 12-03-48.patient.jpg",,
"chrome",748,"06/27/2018 12:03:54",95,"06/27/2018 12:03:59",5155,"06/27/2018 12:04:04","06-27-2018 12-04-04.patient.jpg",,
"chrome",1987,"06/27/2018 12:04:10",93,"06/27/2018 12:04:15",11024,"06/27/2018 12:04:26","06-27-2018 12-04-26.patient.jpg",,
"ie",798,"06/27/2018 12:04:54",1393,"06/27/2018 12:05:00",11988,"06/27/2018 12:05:12","06-27-2018 12-05-12.patient.jpg",,
"ie",748,"06/27/2018 12:05:19",1446,"06/27/2018 12:05:25",12680,"06/27/2018 12:05:38","06-27-2018 12-05-38.patient.jpg",,
"ie",1987,"06/27/2018 12:05:45",1390,"06/27/2018 12:05:51",12103,"06/27/2018 12:06:03","06-27-2018 12-06-03.patient.jpg",,
"chrome",798,"06/27/2018 12:13:04",1807,"06/27/2018 12:13:11",4778,"06/27/2018 12:13:16","06-27-2018 12-13-16.patient.jpg",,
"chrome",748,"06/27/2018 12:13:22",79,"06/27/2018 12:13:27",4481,"06/27/2018 12:13:31","06-27-2018 12-13-31.patient.jpg",,
"chrome",1987,"06/27/2018 12:13:37",92,"06/27/2018 12:13:42",9709,"06/27/2018 12:13:52","06-27-2018 12-13-52.patient.jpg",,
"ie",798,"06/27/2018 12:14:20",1452,"06/27/2018 12:14:26",12517,"06/27/2018 12:14:39","06-27-2018 12-14-39.patient.jpg",,
"ie",748,"06/27/2018 12:14:45",1377,"06/27/2018 12:14:52",12048,"06/27/2018 12:15:04","06-27-2018 12-15-04.patient.jpg",,
"ie",1987,"06/27/2018 12:15:11",1322,"06/27/2018 12:15:17",11083,"06/27/2018 12:15:28","06-27-2018 12-15-28.patient.jpg",,
"ie",798,"06/27/2018 12:22:31",1633,"06/27/2018 12:22:38",11507,"06/27/2018 12:22:49","06-27-2018 12-22-49.patient.jpg",,
"ie",748,"06/27/2018 12:22:56",1406,"06/27/2018 12:23:03",12373,"06/27/2018 12:23:15","06-27-2018 12-23-15.patient.jpg",,
"ie",1987,"06/27/2018 12:23:21",1427,"06/27/2018 12:23:28",11189,"06/27/2018 12:23:39","06-27-2018 12-23-39.patient.jpg",,
"chrome",798,"06/27/2018 12:24:07",799,"06/27/2018 12:24:12",4785,"06/27/2018 12:24:17","06-27-2018 12-24-17.patient.jpg",,
"chrome",748,"06/27/2018 12:24:23",81,"06/27/2018 12:24:28",4727,"06/27/2018 12:24:33","06-27-2018 12-24-33.patient.jpg",,
"chrome",1987,"06/27/2018 12:24:39",71,"06/27/2018 12:24:44",9779,"06/27/2018 12:24:54","06-27-2018 12-24-54.patient.jpg",,
"chrome",798,"06/27/2018 12:31:56",1783,"06/27/2018 12:32:03",5408,"06/27/2018 12:32:09","06-27-2018 12-32-09.patient.jpg",,
"chrome",748,"06/27/2018 12:32:15",98,"06/27/2018 12:32:20",4423,"06/27/2018 12:32:24","06-27-2018 12-32-24.patient.jpg",,
"chrome",1987,"06/27/2018 12:32:30",71,"06/27/2018 12:32:35",6043,"06/27/2018 12:32:41","06-27-2018 12-32-41.patient.jpg",,
"ie",798,"06/27/2018 12:33:09",1303,"06/27/2018 12:33:16",12189,"06/27/2018 12:33:28","06-27-2018 12-33-28.patient.jpg",,
"ie",748,"06/27/2018 12:33:35",1415,"06/27/2018 12:33:42",12161,"06/27/2018 12:33:54","06-27-2018 12-33-54.patient.jpg",,
"ie",1987,"06/27/2018 12:34:00",1483,"06/27/2018 12:34:07",12058,"06/27/2018 12:34:19","06-27-2018 12-34-19.patient.jpg",,
"chrome",798,"06/27/2018 12:41:20",2267,"06/27/2018 12:41:27",4630,"06/27/2018 12:41:32","06-27-2018 12-41-32.patient.jpg",,
"chrome",748,"06/27/2018 12:41:38",89,"06/27/2018 12:41:43",4365,"06/27/2018 12:41:47","06-27-2018 12-41-47.patient.jpg",,
"chrome",1987,"06/27/2018 12:41:53",82,"06/27/2018 12:41:58",10737,"06/27/2018 12:42:09","06-27-2018 12-42-09.patient.jpg",,
"ie",798,"06/27/2018 12:42:37",1398,"06/27/2018 12:42:44",11885,"06/27/2018 12:42:56","06-27-2018 12-42-56.patient.jpg",,
"ie",748,"06/27/2018 12:43:02",1799,"06/27/2018 12:43:09",12228,"06/27/2018 12:43:22","06-27-2018 12-43-22.patient.jpg",,
"ie",1987,"06/27/2018 12:43:28",1434,"06/27/2018 12:43:35",11000,"06/27/2018 12:43:46","06-27-2018 12-43-46.patient.jpg",,
"ie",798,"06/27/2018 12:50:51",2369,"06/27/2018 12:50:59",12654,"06/27/2018 12:51:11","06-27-2018 12-51-11.patient.jpg",,
"ie",748,"06/27/2018 12:51:18",2169,"06/27/2018 12:51:25",12457,"06/27/2018 12:51:38","06-27-2018 12-51-38.patient.jpg",,
"ie",1987,"06/27/2018 12:51:44",2171,"06/27/2018 12:51:52",29031,"06/27/2018 12:52:21","06-27-2018 12-52-21.patient.jpg",,
"chrome",798,"06/27/2018 12:52:48",792,"06/27/2018 12:52:54",4907,"06/27/2018 12:52:59","06-27-2018 12-52-59.patient.jpg",,
"chrome",748,"06/27/2018 12:53:05",104,"06/27/2018 12:53:10",4273,"06/27/2018 12:53:14","06-27-2018 12-53-14.patient.jpg",,
"chrome",1987,"06/27/2018 12:53:20",77,"06/27/2018 12:53:25",10588,"06/27/2018 12:53:35","06-27-2018 12-53-35.patient.jpg",,
"chrome",798,"06/27/2018 13:00:33",854,"06/27/2018 13:00:39",4679,"06/27/2018 13:00:44","06-27-2018 13-00-44.patient.jpg",,
"chrome",748,"06/27/2018 13:00:50",72,"06/27/2018 13:00:55",4389,"06/27/2018 13:00:59","06-27-2018 13-00-59.patient.jpg",,
"chrome",1987,"06/27/2018 13:01:05",74,"06/27/2018 13:01:10",5096,"06/27/2018 13:01:15","06-27-2018 13-01-15.patient.jpg",,
"ie",798,"06/27/2018 13:01:42",1412,"06/27/2018 13:01:49",11985,"06/27/2018 13:02:01","06-27-2018 13-02-01.patient.jpg",,
"ie",748,"06/27/2018 13:02:07",1371,"06/27/2018 13:02:14",13556,"06/27/2018 13:02:27","06-27-2018 13-02-27.patient.jpg",,
"ie",1987,"06/27/2018 13:02:34",2273,"06/27/2018 13:02:42",12817,"06/27/2018 13:02:54","06-27-2018 13-02-54.patient.jpg",,
"ie",798,"06/27/2018 13:09:59",2486,"06/27/2018 13:10:06",11724,"06/27/2018 13:10:18","06-27-2018 13-10-18.patient.jpg",,
"ie",748,"06/27/2018 13:10:25",2337,"06/27/2018 13:10:32",12245,"06/27/2018 13:10:44","06-27-2018 13-10-44.patient.jpg",,
"ie",1987,"06/27/2018 13:10:51",1515,"06/27/2018 13:10:58",13151,"06/27/2018 13:11:11","06-27-2018 13-11-11.patient.jpg",,
"chrome",798,"06/27/2018 13:11:37",2746,"06/27/2018 13:11:45",4208,"06/27/2018 13:11:49","06-27-2018 13-11-49.patient.jpg",,
"chrome",748,"06/27/2018 13:11:55",80,"06/27/2018 13:12:00",5228,"06/27/2018 13:12:05","06-27-2018 13-12-05.patient.jpg",,
"chrome",1987,"06/27/2018 13:12:11",94,"06/27/2018 13:12:16",10740,"06/27/2018 13:12:27","06-27-2018 13-12-27.patient.jpg",,
"chrome",798,"06/27/2018 13:19:25",757,"06/27/2018 13:19:31",5587,"06/27/2018 13:19:36","06-27-2018 13-19-36.patient.jpg",,
"chrome",748,"06/27/2018 13:19:42",82,"06/27/2018 13:19:47",4428,"06/27/2018 13:19:52","06-27-2018 13-19-52.patient.jpg",,
"chrome",1987,"06/27/2018 13:19:58",63,"06/27/2018 13:20:03",5156,"06/27/2018 13:20:08","06-27-2018 13-20-08.patient.jpg",,
"ie",798,"06/27/2018 13:20:36",1515,"06/27/2018 13:20:43",12085,"06/27/2018 13:20:55","06-27-2018 13-20-55.patient.jpg",,
"ie",748,"06/27/2018 13:21:01",1639,"06/27/2018 13:21:08",11274,"06/27/2018 13:21:20","06-27-2018 13-21-20.patient.jpg",,
"ie",1987,"06/27/2018 13:21:26",1444,"06/27/2018 13:21:33",11460,"06/27/2018 13:21:44","06-27-2018 13-21-44.patient.jpg",,
"ie",798,"06/27/2018 13:28:49",16457,"06/27/2018 13:29:11",11635,"06/27/2018 13:29:22","06-27-2018 13-29-22.patient.jpg",,
"ie",748,"06/27/2018 13:29:29",2336,"06/27/2018 13:29:37",11572,"06/27/2018 13:29:48","06-27-2018 13-29-48.patient.jpg",,
"ie",1987,"06/27/2018 13:29:55",2094,"06/27/2018 13:30:02",27126,"06/27/2018 13:30:29","06-27-2018 13-30-29.patient.jpg",,
"chrome",798,"06/27/2018 13:30:56",777,"06/27/2018 13:31:02",5422,"06/27/2018 13:31:07","06-27-2018 13-31-07.patient.jpg",,
"chrome",748,"06/27/2018 13:31:13",83,"06/27/2018 13:31:18",4471,"06/27/2018 13:31:23","06-27-2018 13-31-23.patient.jpg",,
"chrome",1987,"06/27/2018 13:31:28",60,"06/27/2018 13:31:34",9122,"06/27/2018 13:31:43","06-27-2018 13-31-43.patient.jpg",,
"chrome",798,"06/27/2018 13:38:41",809,"06/27/2018 13:38:47",4849,"06/27/2018 13:38:52","06-27-2018 13-38-52.patient.jpg",,
"chrome",748,"06/27/2018 13:38:58",81,"06/27/2018 13:39:03",4841,"06/27/2018 13:39:08","06-27-2018 13-39-08.patient.jpg",,
"chrome",1987,"06/27/2018 13:39:13",91,"06/27/2018 13:39:19",7130,"06/27/2018 13:39:26","06-27-2018 13-39-26.patient.jpg",,
"ie",798,"06/27/2018 13:39:53",1414,"06/27/2018 13:40:00",12627,"06/27/2018 13:40:12","06-27-2018 13-40-12.patient.jpg",,
"ie",748,"06/27/2018 13:40:19",1421,"06/27/2018 13:40:26",11328,"06/27/2018 13:40:37","06-27-2018 13-40-37.patient.jpg",,
"ie",1987,"06/27/2018 13:40:43",1361,"06/27/2018 13:40:50",12155,"06/27/2018 13:41:02","06-27-2018 13-41-02.patient.jpg",,
"chrome",798,"06/27/2018 13:48:03",2193,"06/27/2018 13:48:11",5799,"06/27/2018 13:48:16","06-27-2018 13-48-16.patient.jpg",,
"chrome",748,"06/27/2018 13:48:22",119,"06/27/2018 13:48:27",6114,"06/27/2018 13:48:33","06-27-2018 13-48-33.patient.jpg",,
"chrome",1987,"06/27/2018 13:48:39",91,"06/27/2018 13:48:44",10317,"06/27/2018 13:48:54","06-27-2018 13-48-54.patient.jpg",,
"ie",798,"06/27/2018 13:49:21",1427,"06/27/2018 13:49:28",12328,"06/27/2018 13:49:40","06-27-2018 13-49-40.patient.jpg",,
"ie",748,"06/27/2018 13:49:47",1462,"06/27/2018 13:49:54",12592,"06/27/2018 13:50:06","06-27-2018 13-50-06.patient.jpg",,
"ie",1987,"06/27/2018 13:50:13",10901,"06/27/2018 13:50:29",12969,"06/27/2018 13:50:42","06-27-2018 13-50-42.patient.jpg",,
"chrome",798,"06/27/2018 13:57:44",776,"06/27/2018 13:57:49",5085,"06/27/2018 13:57:54","06-27-2018 13-57-54.patient.jpg",,
"chrome",748,"06/27/2018 13:58:00",81,"06/27/2018 13:58:05",4401,"06/27/2018 13:58:10","06-27-2018 13-58-10.patient.jpg",,
"chrome",1987,"06/27/2018 13:58:15",68,"06/27/2018 13:58:21",9667,"06/27/2018 13:58:30","06-27-2018 13-58-30.patient.jpg",,
"ie",798,"06/27/2018 13:58:57",2483,"06/27/2018 13:59:05",12019,"06/27/2018 13:59:17","06-27-2018 13-59-17.patient.jpg",,
"ie",748,"06/27/2018 13:59:23",1383,"06/27/2018 13:59:30",11641,"06/27/2018 13:59:42","06-27-2018 13-59-42.patient.jpg",,
"ie",1987,"06/27/2018 13:59:48",1388,"06/27/2018 13:59:55",11549,"06/27/2018 14:00:07","06-27-2018 14-00-07.patient.jpg",,
"ie",798,"06/27/2018 14:07:11",1339,"06/27/2018 14:07:17",11285,"06/27/2018 14:07:28","06-27-2018 14-07-28.patient.jpg",,
"ie",748,"06/27/2018 14:07:35",2112,"06/27/2018 14:07:43",11564,"06/27/2018 14:07:54","06-27-2018 14-07-54.patient.jpg",,
"ie",1987,"06/27/2018 14:08:01",2329,"06/27/2018 14:08:08",26202,"06/27/2018 14:08:35","06-27-2018 14-08-35.patient.jpg",,
"chrome",798,"06/27/2018 14:09:01",778,"06/27/2018 14:09:07",4646,"06/27/2018 14:09:12","06-27-2018 14-09-12.patient.jpg",,
"chrome",748,"06/27/2018 14:09:18",82,"06/27/2018 14:09:23",4420,"06/27/2018 14:09:27","06-27-2018 14-09-27.patient.jpg",,
"chrome",1987,"06/27/2018 14:09:33",83,"06/27/2018 14:09:38",10675,"06/27/2018 14:09:49","06-27-2018 14-09-49.patient.jpg",,
"chrome",798,"06/27/2018 14:16:48",799,"06/27/2018 14:16:53",4845,"06/27/2018 14:16:58","06-27-2018 14-16-58.patient.jpg",,
"chrome",748,"06/27/2018 14:17:04",79,"06/27/2018 14:17:09",4183,"06/27/2018 14:17:13","06-27-2018 14-17-13.patient.jpg",,
"chrome",1987,"06/27/2018 14:17:19",82,"06/27/2018 14:17:24",1608,"06/27/2018 14:17:26","06-27-2018 14-17-26.patient.jpg",,
"ie",798,"06/27/2018 14:17:54",1390,"06/27/2018 14:18:01",12940,"06/27/2018 14:18:14","06-27-2018 14-18-14.patient.jpg",,
"ie",748,"06/27/2018 14:18:20",1430,"06/27/2018 14:18:27",13047,"06/27/2018 14:18:40","06-27-2018 14-18-40.patient.jpg",,
"ie",1987,"06/27/2018 14:18:47",292,"06/27/2018 14:18:52",13697,"06/27/2018 14:19:06","06-27-2018 14-19-06.patient.jpg",,
"chrome",798,"06/27/2018 14:26:06",1906,"06/27/2018 14:26:13",6050,"06/27/2018 14:26:19","06-27-2018 14-26-19.patient.jpg",,
"chrome",748,"06/27/2018 14:26:25",78,"06/27/2018 14:26:30",6539,"06/27/2018 14:26:37","06-27-2018 14-26-37.patient.jpg",,
"chrome",1987,"06/27/2018 14:26:43",96,"06/27/2018 14:26:48",10322,"06/27/2018 14:26:58","06-27-2018 14-26-58.patient.jpg",,
"ie",798,"06/27/2018 14:27:25",1395,"06/27/2018 14:27:32",11734,"06/27/2018 14:27:44","06-27-2018 14-27-44.patient.jpg",,
"ie",748,"06/27/2018 14:27:50",1378,"06/27/2018 14:27:57",12468,"06/27/2018 14:28:10","06-27-2018 14-28-10.patient.jpg",,
"ie",1987,"06/27/2018 14:28:16",1403,"06/27/2018 14:28:23",12095,"06/27/2018 14:28:35","06-27-2018 14-28-35.patient.jpg",,
"ie",798,"06/27/2018 14:35:39",2290,"06/27/2018 14:35:47",12274,"06/27/2018 14:35:59","06-27-2018 14-35-59.patient.jpg",,
"ie",748,"06/27/2018 14:36:06",1421,"06/27/2018 14:36:13",12071,"06/27/2018 14:36:25","06-27-2018 14-36-25.patient.jpg",,
"ie",1987,"06/27/2018 14:36:31",1571,"06/27/2018 14:36:38",12742,"06/27/2018 14:36:51","06-27-2018 14-36-51.patient.jpg",,
"chrome",798,"06/27/2018 14:37:18",876,"06/27/2018 14:37:24",4954,"06/27/2018 14:37:28","06-27-2018 14-37-28.patient.jpg",,
"chrome",748,"06/27/2018 14:37:34",70,"06/27/2018 14:37:39",4077,"06/27/2018 14:37:44","06-27-2018 14-37-44.patient.jpg",,
"chrome",1987,"06/27/2018 14:37:49",72,"06/27/2018 14:37:54",5504,"06/27/2018 14:38:00","06-27-2018 14-38-00.patient.jpg",,
"ie",798,"06/27/2018 14:45:01",1456,"06/27/2018 14:45:08",12244,"06/27/2018 14:45:20","06-27-2018 14-45-20.patient.jpg",,
"ie",748,"06/27/2018 14:45:27",2178,"06/27/2018 14:45:34",12150,"06/27/2018 14:45:46","06-27-2018 14-45-46.patient.jpg",,
"ie",1987,"06/27/2018 14:45:53",2209,"06/27/2018 14:46:00",24989,"06/27/2018 14:46:25","06-27-2018 14-46-25.patient.jpg",,
"chrome",798,"06/27/2018 14:46:52",876,"06/27/2018 14:46:58",5200,"06/27/2018 14:47:03","06-27-2018 14-47-03.patient.jpg",,
"chrome",748,"06/27/2018 14:47:09",88,"06/27/2018 14:47:14",4385,"06/27/2018 14:47:18","06-27-2018 14-47-18.patient.jpg",,
"chrome",1987,"06/27/2018 14:47:24",71,"06/27/2018 14:47:29",9553,"06/27/2018 14:47:39","06-27-2018 14-47-39.patient.jpg",,
"ie",798,"06/27/2018 14:54:41",1378,"06/27/2018 14:54:47",11982,"06/27/2018 14:54:59","06-27-2018 14-54-59.patient.jpg",,
"ie",748,"06/27/2018 14:55:06",1351,"06/27/2018 14:55:13",11954,"06/27/2018 14:55:25","06-27-2018 14-55-25.patient.jpg",,
"ie",1987,"06/27/2018 14:55:31",2898,"06/27/2018 14:55:39",15682,"06/27/2018 14:55:55","06-27-2018 14-55-55.patient.jpg",,
"chrome",798,"06/27/2018 14:56:22",1950,"06/27/2018 14:56:29",5878,"06/27/2018 14:56:35","06-27-2018 14-56-35.patient.jpg",,
"chrome",748,"06/27/2018 14:56:40",77,"06/27/2018 14:56:45",6243,"06/27/2018 14:56:52","06-27-2018 14-56-52.patient.jpg",,
"chrome",1987,"06/27/2018 14:56:58",90,"06/27/2018 14:57:03",5921,"06/27/2018 14:57:09","06-27-2018 14-57-09.patient.jpg",,
"ie",798,"06/27/2018 15:04:10",1342,"06/27/2018 15:04:17",12309,"06/27/2018 15:04:29","06-27-2018 15-04-29.patient.jpg",,
"ie",748,"06/27/2018 15:04:36",1294,"06/27/2018 15:04:42",12013,"06/27/2018 15:04:54","06-27-2018 15-04-54.patient.jpg",,
"ie",1987,"06/27/2018 15:05:01",1508,"06/27/2018 15:05:08",3380,"06/27/2018 15:05:11","06-27-2018 15-05-11.patient.jpg",,
"chrome",798,"06/27/2018 15:05:43",1789,"06/27/2018 15:05:49",4836,"06/27/2018 15:05:54","06-27-2018 15-05-54.patient.jpg",,
"chrome",748,"06/27/2018 15:06:00",261,"06/27/2018 15:06:05",4468,"06/27/2018 15:06:10","06-27-2018 15-06-10.patient.jpg",,
"chrome",1987,"06/27/2018 15:06:16",92,"06/27/2018 15:06:21",9526,"06/27/2018 15:06:30","06-27-2018 15-06-30.patient.jpg",,
"chrome",798,"06/27/2018 15:13:28",901,"06/27/2018 15:13:34",4991,"06/27/2018 15:13:39","06-27-2018 15-13-39.patient.jpg",,
"chrome",748,"06/27/2018 15:13:45",84,"06/27/2018 15:13:50",4367,"06/27/2018 15:13:55","06-27-2018 15-13-55.patient.jpg",,
"chrome",1987,"06/27/2018 15:14:00",77,"06/27/2018 15:14:05",9776,"06/27/2018 15:14:15","06-27-2018 15-14-15.patient.jpg",,
"ie",798,"06/27/2018 15:14:42",1365,"06/27/2018 15:14:49",12465,"06/27/2018 15:15:02","06-27-2018 15-15-02.patient.jpg",,
"ie",748,"06/27/2018 15:15:08",1831,"06/27/2018 15:15:15",12443,"06/27/2018 15:15:28","06-27-2018 15-15-28.patient.jpg",,
"ie",1987,"06/27/2018 15:15:35",349,"06/27/2018 15:15:40",10788,"06/27/2018 15:15:51","06-27-2018 15-15-51.patient.jpg",,
"ie",798,"06/27/2018 15:22:55",1470,"06/27/2018 15:23:01",12485,"06/27/2018 15:23:14","06-27-2018 15-23-14.patient.jpg",,
"ie",748,"06/27/2018 15:23:20",2205,"06/27/2018 15:23:28",12921,"06/27/2018 15:23:41","06-27-2018 15-23-41.patient.jpg",,
"ie",1987,"06/27/2018 15:23:47",2219,"06/27/2018 15:23:55",34847,"06/27/2018 15:24:30","06-27-2018 15-24-30.patient.jpg",,
"chrome",798,"06/27/2018 15:24:57",765,"06/27/2018 15:25:02",5445,"06/27/2018 15:25:08","06-27-2018 15-25-08.patient.jpg",,
"chrome",748,"06/27/2018 15:25:14",57,"06/27/2018 15:25:19",4378,"06/27/2018 15:25:23","06-27-2018 15-25-23.patient.jpg",,
"chrome",1987,"06/27/2018 15:25:29",54,"06/27/2018 15:25:34",9512,"06/27/2018 15:25:44","06-27-2018 15-25-44.patient.jpg",,
"chrome",798,"06/27/2018 15:32:41",2381,"06/27/2018 15:32:49",5526,"06/27/2018 15:32:54","06-27-2018 15-32-54.patient.jpg",,
"chrome",748,"06/27/2018 15:33:00",84,"06/27/2018 15:33:05",5944,"06/27/2018 15:33:11","06-27-2018 15-33-11.patient.jpg",,
"chrome",1987,"06/27/2018 15:33:17",91,"06/27/2018 15:33:22",10627,"06/27/2018 15:33:33","06-27-2018 15-33-33.patient.jpg",,
